Zeit;Hoehe;Winkelgeschwindigkeit
7.620000000000000107e+00;6.092540836868826659e+01;-7.819340380320888642e-03
7.640000000000000568e+00;5.986116039581718695e+01;4.556970258448351537e-05
7.660000000000000142e+00;5.971999905700977251e+01;-1.219240971193210656e-02
7.679999999999999716e+00;6.166110642782531670e+01;2.774366707109113348e-03
7.700000000000000178e+00;6.033520920997120385e+01;1.872154074254311906e-02
7.719999999999999751e+00;5.953749261598902365e+01;5.537292769190546408e-03
7.740000000000000213e+00;6.023173737728644994e+01;-1.093140325264666500e-02
7.759999999999999787e+00;5.883404099340771864e+01;-3.134505940918338139e-03
7.780000000000000249e+00;6.144195251512874734e+01;-5.202648554680404727e-04
7.799999999999999822e+00;5.996504522280431360e+01;-5.751955995175677544e-03
7.820000000000000284e+00;6.039798393844269953e+01;1.902830540499471715e-02
7.839999999999999858e+00;5.857806234277517632e+01;-1.170891249180155795e-02
7.860000000000000320e+00;5.951471657374449364e+01;-9.473733302755095106e-03
7.879999999999999893e+00;6.137156675676862250e+01;1.346099027235812470e-02
7.900000000000000355e+00;5.931501046017582013e+01;4.823474628687533794e-03
7.919999999999999929e+00;5.879396050987078581e+01;5.519004587892287032e-03
7.940000000000000391e+00;6.218159197714638964e+01;-8.049052834432768658e-03
7.959999999999999964e+00;5.861089166566623732e+01;6.216074461552704294e-03
7.980000000000000426e+00;5.813072562093765328e+01;-6.677574648551298959e-03
8.000000000000000000e+00;5.902073624484616232e+01;8.086037734422412554e-03
8.019999999999999574e+00;5.889749939191424488e+01;-4.611069656683862428e-03
8.040000000000000924e+00;6.079643927805797432e+01;8.548196062177607774e-03
8.060000000000000497e+00;5.867456774476694648e+01;-6.938046000273127888e-04
8.080000000000000071e+00;5.983032857125012782e+01;-8.973145957556031074e-03
8.099999999999999645e+00;6.076531450995147310e+01;3.561587451686040306e-03
8.120000000000000995e+00;5.947445450835994762e+01;1.657941348057865444e-02
8.140000000000000568e+00;5.920482032016732177e+01;-1.486891855670268532e-03
8.160000000000000142e+00;5.937912154400397213e+01;2.271918468293503308e-03
8.179999999999999716e+00;5.953569087901477985e+01;1.137440114454634464e-02
8.199999999999999289e+00;5.766317107769306460e+01;7.423731869704213414e-03
8.220000000000000639e+00;5.929113027562136296e+01;-6.362686338663764776e-03
8.240000000000000213e+00;5.810744731924146578e+01;4.308211438722266140e-03
8.259999999999999787e+00;5.854230090560243127e+01;1.494208173002569480e-04
8.279999999999999361e+00;5.887331693965113288e+01;4.707798895407866793e-03
8.300000000000000711e+00;5.937781469727965344e+01;3.339866339565281204e-03
8.320000000000000284e+00;5.914538429487330262e+01;-6.554560267802642115e-03
8.339999999999999858e+00;6.023144100334443607e+01;-6.124034894858512365e-03
8.359999999999999432e+00;5.718388838123456708e+01;1.146564962494929854e-02
8.380000000000000782e+00;5.868664696812616199e+01;2.013089204504181495e-02
8.400000000000000355e+00;5.764532600531444473e+01;-6.903398753942719714e-03
8.419999999999999929e+00;5.925323604919664433e+01;-8.893129082817825132e-03
8.439999999999999503e+00;5.893897964104638731e+01;5.228100090126623243e-04
8.460000000000000853e+00;5.977876374241685653e+01;-3.584487664378685663e-03
8.480000000000000426e+00;5.928743211930651569e+01;2.060201277774175842e-03
8.500000000000000000e+00;5.949719868369005127e+01;3.316237373241116165e-04
8.519999999999999574e+00;6.089212657706059417e+01;-2.342545344474611293e-03
8.540000000000000924e+00;5.809654045764356312e+01;1.554533453888904890e-02
8.560000000000000497e+00;5.801392921841522821e+01;-5.131148811582037991e-03
8.580000000000000071e+00;6.033679239796331473e+01;2.180200904029292591e-02
8.599999999999999645e+00;5.953011925960189643e+01;-5.408580104084364029e-03
8.620000000000000995e+00;5.863030640080857836e+01;9.474985088757851767e-03
8.640000000000000568e+00;5.820655205974563984e+01;-7.222737769267090040e-03
8.660000000000000142e+00;5.935807706596148847e+01;1.491865478491209707e-02
8.679999999999999716e+00;6.120036502054730221e+01;-5.423094050724898071e-03
8.700000000000001066e+00;5.884785376039335603e+01;-4.755132492519667758e-04
8.720000000000000639e+00;5.966294294797435782e+01;2.243273869450081517e-02
8.740000000000000213e+00;6.085323651173820991e+01;-3.538684179229751540e-03
8.759999999999999787e+00;5.928153724901357435e+01;-7.694221086661055288e-03
8.779999999999999361e+00;5.846252021027919454e+01;7.561090438450378780e-03
8.800000000000000711e+00;5.982234862358299665e+01;-2.327720607444132566e-04
8.820000000000000284e+00;5.950885794888831981e+01;-4.849867527668344025e-04
8.839999999999999858e+00;6.031179702781417262e+01;-5.774748911875637186e-03
8.859999999999999432e+00;5.926953961839493701e+01;4.629773249101140110e-03
8.880000000000000782e+00;5.985244809874119198e+01;-6.255695784608125351e-03
8.900000000000000355e+00;6.116947832579575106e+01;3.902471482551968674e-03
8.919999999999999929e+00;6.093520803378125095e+01;-1.668730422592688053e-03
8.939999999999999503e+00;6.132332899468042342e+01;-3.227750211352499454e-03
8.960000000000000853e+00;5.866493437237679132e+01;1.328590695081079652e-03
8.980000000000000426e+00;6.078208642258117322e+01;5.558659455470495170e-03
9.000000000000000000e+00;5.994455987443928535e+01;1.016223902995052122e-02
9.019999999999999574e+00;6.188310015079632365e+01;-1.748020996995321499e-02
9.040000000000000924e+00;6.033029535220955353e+01;-3.056526816669439270e-04
9.060000000000000497e+00;6.166693703943026605e+01;5.528183435749508406e-03
9.080000000000000071e+00;6.245105958426555048e+01;-4.852639026208123408e-04
9.099999999999999645e+00;6.232165176159331565e+01;-1.477955746677200172e-02
9.120000000000000995e+00;6.294697930630524496e+01;2.695424958441778457e-02
9.140000000000000568e+00;6.198281813681756347e+01;-4.187888439097220243e-03
9.160000000000000142e+00;6.241799035066067347e+01;1.355310037311073350e-02
9.179999999999999716e+00;6.148683880347812902e+01;-6.363683662952404098e-03
9.200000000000001066e+00;6.415098731565180401e+01;8.300544151284611552e-03
9.220000000000000639e+00;6.116958767745327918e+01;-8.145651958410446772e-03
9.240000000000000213e+00;6.207386179054992681e+01;-3.135951504660793292e-04
9.259999999999999787e+00;6.229254494377642715e+01;8.597529623321324699e-03
9.279999999999999361e+00;6.428066540188613942e+01;1.711069887422998412e-02
9.300000000000000711e+00;6.124934513444127049e+01;-1.301376108892729130e-02
9.320000000000000284e+00;6.155887834891917976e+01;-5.761240755724777833e-03
9.339999999999999858e+00;6.401538239618045623e+01;1.214406325839853008e-02
9.359999999999999432e+00;6.489517760196190466e+01;1.692201110048969018e-03
9.380000000000000782e+00;6.274362196748725751e+01;-1.087273810737493171e-02
9.400000000000000355e+00;6.325008437712971698e+01;-2.008676984157106108e-03
9.419999999999999929e+00;6.520699384623635808e+01;1.077716581457105992e-02
9.439999999999999503e+00;6.641674730737592824e+01;-8.730412036725223343e-05
9.460000000000000853e+00;6.517288072824665335e+01;2.482630103017027193e-03
9.480000000000000426e+00;6.503643296718942679e+01;1.030341561401481231e-03
9.500000000000000000e+00;6.405795132603546449e+01;7.031356861240051388e-03
9.519999999999999574e+00;6.579363026643231649e+01;-9.231917803628694047e-03
9.540000000000000924e+00;6.375766827275087678e+01;1.710445811261937163e-02
9.560000000000000497e+00;6.623928808142019875e+01;-5.140583479890540285e-03
9.580000000000000071e+00;6.603301061565184682e+01;1.684684459352705360e-02
9.599999999999999645e+00;6.676605661259601732e+01;-3.656086556591885660e-03
9.620000000000000995e+00;6.446020260332423391e+01;-5.450118371006210452e-03
9.640000000000000568e+00;6.803779765865134266e+01;-9.631751163887827816e-03
9.660000000000000142e+00;6.475135154300741647e+01;-4.621773665342255276e-03
9.679999999999999716e+00;6.764853943576814288e+01;-1.061670865987478056e-02
9.700000000000001066e+00;6.667690228822081622e+01;-7.831662466003199222e-03
9.720000000000000639e+00;6.831696573578135201e+01;1.190281042719884899e-02
9.740000000000000213e+00;6.733496808852576976e+01;1.594594498781384817e-02
9.759999999999999787e+00;6.843719900421621105e+01;6.915242781126834919e-04
9.779999999999999361e+00;6.949450843889400176e+01;-4.798694900032125267e-03
9.800000000000000711e+00;6.823661721521723678e+01;1.452558157538506693e-02
9.820000000000000284e+00;6.839988673011876585e+01;1.024475867007601168e-02
9.839999999999999858e+00;7.071772799155759515e+01;3.945170627954346088e-03
9.859999999999999432e+00;6.973142615034393543e+01;1.371553510827159574e-02
9.880000000000000782e+00;6.963757165447169939e+01;-1.952043227227237988e-04
9.900000000000000355e+00;7.163030355870907329e+01;-1.084318933383246128e-02
9.919999999999999929e+00;7.039812395690609037e+01;-6.335206376028915381e-04
9.939999999999999503e+00;7.016077445068620477e+01;-6.344940823360522425e-03
9.960000000000000853e+00;7.011995058745161202e+01;-2.482754770444364767e-03
9.980000000000000426e+00;7.240368267560830873e+01;-1.226030767007729554e-02
1.000000000000000000e+01;7.103693984512689497e+01;-4.007036763164730474e-03
1.001999999999999957e+01;7.241154627628461071e+01;-9.812324923228189083e-03
1.004000000000000092e+01;7.223570423970978993e+01;2.338621358620412375e-03
1.006000000000000050e+01;7.253844023758006188e+01;-7.694862004737126719e-03
1.008000000000000007e+01;7.196277605038436320e+01;4.504806015369791465e-03
1.009999999999999964e+01;7.385531737793762375e+01;-2.369792575759873277e-03
1.012000000000000099e+01;7.260951826624474847e+01;3.267754385911480607e-03
1.014000000000000057e+01;7.195344122023730904e+01;-7.243483250023494526e-04
1.016000000000000014e+01;7.393585384907707692e+01;7.957934053486126827e-03
1.017999999999999972e+01;7.386546112320576185e+01;1.510434923830982282e-02
1.020000000000000107e+01;7.241721301011924083e+01;-3.715763938330971482e-03
1.022000000000000064e+01;7.381020284870109549e+01;-7.389120184139633769e-04
1.024000000000000021e+01;7.465106018813116862e+01;-4.563787097943437787e-03
1.025999999999999979e+01;7.513712053856269790e+01;-2.024643494400067342e-03
1.027999999999999936e+01;7.571148073285041846e+01;1.900915234788570080e-03
1.030000000000000071e+01;7.431732383233369887e+01;-8.302693188694413922e-04
1.032000000000000028e+01;7.530350765776502442e+01;6.258360271451316424e-03
1.033999999999999986e+01;7.463315981376031516e+01;-6.895338119840261834e-03
1.035999999999999943e+01;7.618845267120561005e+01;7.385693838889138309e-03
1.038000000000000078e+01;7.626109722760563159e+01;-1.704470895616227305e-02
1.040000000000000036e+01;7.335562379263292598e+01;-2.037988506789019730e-02
1.041999999999999993e+01;7.637755515886267688e+01;1.207046117614106115e-02
1.043999999999999950e+01;7.564793538673364992e+01;-1.886702970826329567e-02
1.046000000000000085e+01;7.598584156849625515e+01;2.295558073228453743e-03
1.048000000000000043e+01;7.599561827894996213e+01;-3.422739687764852178e-03
1.050000000000000000e+01;7.500139264418358209e+01;-1.061680986338296717e-02
1.051999999999999957e+01;7.394069127861267532e+01;6.285615261885367814e-04
1.054000000000000092e+01;7.578451535123109295e+01;-6.495715597474234146e-03
1.056000000000000050e+01;7.440832849357727241e+01;5.362950519890013860e-03
1.058000000000000007e+01;7.571179908092368294e+01;2.385754135152118316e-02
1.059999999999999964e+01;7.628275240403250734e+01;-3.831736240531191835e-03
1.062000000000000099e+01;7.554023457246991313e+01;9.256140329950698215e-03
1.064000000000000057e+01;7.197970495986035644e+01;-1.160167544165369678e-02
1.066000000000000014e+01;7.444417785702147228e+01;1.786622231586285385e-03
1.067999999999999972e+01;7.480247720327811578e+01;6.655988299806513651e-03
1.070000000000000107e+01;7.394260291516478389e+01;6.245533520272972001e-05
1.072000000000000064e+01;7.427975364677251946e+01;-6.302268536147969530e-03
1.074000000000000021e+01;7.423863183102659491e+01;-1.186580965528168281e-02
1.075999999999999979e+01;7.507678012970237091e+01;-1.507553559990612926e-02
1.077999999999999936e+01;7.485280650649791312e+01;-8.805410204239362895e-03
1.080000000000000071e+01;7.392378208679498641e+01;2.522583057580981766e-02
1.082000000000000028e+01;7.459913767108169225e+01;1.254017324043789176e-02
1.083999999999999986e+01;7.404857573665138659e+01;1.874407778241597494e-03
1.085999999999999943e+01;7.498758794001356875e+01;-3.362466298600053690e-03
1.088000000000000078e+01;7.430378291284448267e+01;7.573920830224296907e-03
1.090000000000000036e+01;7.521128109008154183e+01;1.666974514304209566e-03
1.091999999999999993e+01;7.498948658803828948e+01;9.318018951596510752e-03
1.093999999999999950e+01;7.525337780691172895e+01;-8.123480915352688375e-03
1.096000000000000085e+01;7.410226077338036532e+01;-7.278801204634227640e-03
1.098000000000000043e+01;7.373964808402669746e+01;-1.950546982321441037e-03
1.100000000000000000e+01;7.427395676436813687e+01;-1.392896223750480361e-02
1.101999999999999957e+01;7.516395914213893548e+01;-1.192864113380364376e-02
1.104000000000000092e+01;7.544193083039012038e+01;9.100869526143574167e-03
1.106000000000000050e+01;7.576710311005197696e+01;-2.682685918174790730e-03
1.108000000000000007e+01;7.554373062646686776e+01;3.815618915539099182e-03
1.109999999999999964e+01;7.523345416662517948e+01;-1.997231730386253134e-03
1.112000000000000099e+01;7.491487421099098754e+01;1.579678441973089709e-02
1.114000000000000057e+01;7.479926816909291176e+01;2.228500817672111889e-02
1.116000000000000014e+01;7.450067900059463000e+01;1.846158702593925574e-02
1.117999999999999972e+01;7.382843655671545946e+01;-1.875007339111459462e-02
1.120000000000000107e+01;7.628914753155684991e+01;-1.252625844195881348e-02
1.122000000000000064e+01;7.583286953744790537e+01;-4.249394049820773246e-04
1.124000000000000021e+01;7.379212797079046027e+01;-5.326015557881634034e-03
1.125999999999999979e+01;7.474612228177788609e+01;-1.302067506812070244e-02
1.127999999999999936e+01;7.475150725426207998e+01;-1.472639203492920844e-02
1.130000000000000071e+01;7.481206119402551735e+01;-1.723452048197788959e-03
1.132000000000000028e+01;7.532309056203413888e+01;2.803064702774661458e-03
1.133999999999999986e+01;7.478184549074236998e+01;-4.356976100455148791e-03
1.135999999999999943e+01;7.646051240850195541e+01;-6.791818305200552144e-03
1.138000000000000078e+01;7.418874688359723280e+01;-1.550737290674555555e-02
1.140000000000000036e+01;7.572555247607846240e+01;7.995873860265232877e-03
1.141999999999999993e+01;7.758403086950190186e+01;-5.386443877046727217e-03
1.143999999999999950e+01;7.443191671328371228e+01;-7.167979331730917579e-03
1.146000000000000085e+01;7.457009876054399911e+01;1.360369049830746635e-02
1.148000000000000043e+01;7.480080304883038878e+01;1.200276380305143921e-02
1.150000000000000000e+01;7.436258965567547818e+01;-5.565055830152652958e-04
1.151999999999999957e+01;7.531841188968544998e+01;9.768334729247261580e-03
1.154000000000000092e+01;7.460899752371173577e+01;-1.357747655883626871e-02
1.156000000000000050e+01;7.623433283611448985e+01;-1.683367051421199093e-02
1.158000000000000007e+01;7.411069938917202649e+01;1.277744541663478756e-02
1.159999999999999964e+01;7.680165582584818651e+01;-7.552376929616283659e-03
1.162000000000000099e+01;7.673111275278739640e+01;3.491105173240596337e-03
1.164000000000000057e+01;7.437287861232428554e+01;3.074653665512411347e-03
1.166000000000000014e+01;7.437770344240811937e+01;3.765709469360140060e-03
1.167999999999999972e+01;7.310536345860079166e+01;4.531590112049488882e-03
1.170000000000000107e+01;7.440053584117632113e+01;9.907165788247199179e-03
1.172000000000000064e+01;7.443447132441782799e+01;5.009849691473723145e-03
1.174000000000000021e+01;7.423794935574466081e+01;4.659102697780033442e-03
1.175999999999999979e+01;7.302722919113534772e+01;2.093734990847003971e-02
1.177999999999999936e+01;7.653378825495698834e+01;9.186407894525676354e-03
1.180000000000000071e+01;7.400580973832659026e+01;1.131182855388181314e-02
1.182000000000000028e+01;7.512047348580567530e+01;4.512866459447519019e-03
1.183999999999999986e+01;7.541256139014686255e+01;-2.798440763579885648e-03
1.185999999999999943e+01;7.450959908799588050e+01;-1.669733705282053920e-02
1.188000000000000078e+01;7.465448889979870728e+01;4.322457959934189031e-04
1.190000000000000036e+01;7.466547518833537822e+01;5.262937902596703625e-03
1.191999999999999993e+01;7.498917943721889401e+01;-4.426937569054881921e-03
1.193999999999999950e+01;7.423510491817918933e+01;-1.444901680456448304e-02
1.196000000000000085e+01;7.461531769837924344e+01;1.253460752254533916e-03
1.198000000000000043e+01;7.407033303553551207e+01;-5.993795760268168411e-03
1.200000000000000000e+01;7.513844758617921116e+01;-4.191323951974524654e-03
1.201999999999999957e+01;7.484662328401917364e+01;-7.158946853493168734e-03
1.204000000000000092e+01;7.583188070166102079e+01;-1.214589707836902233e-02
1.206000000000000050e+01;7.509251911339430308e+01;3.982512492832648507e-03
1.208000000000000007e+01;7.638642038433560799e+01;8.431677185015080999e-04
1.209999999999999964e+01;7.556678257778413865e+01;1.103557129826499006e-02
1.212000000000000099e+01;7.269775076029522154e+01;1.221906870836093374e-03
1.214000000000000057e+01;7.635018019895615282e+01;-2.017166727240856001e-03
1.216000000000000014e+01;7.481721935031004023e+01;9.090159797110638346e-03
1.217999999999999972e+01;7.527493630144958559e+01;1.104223491120079684e-02
1.220000000000000107e+01;7.458043918844280995e+01;8.709407847559913485e-03
1.222000000000000064e+01;7.359605070422162498e+01;2.478302417905702167e-03
1.224000000000000021e+01;7.388207963580892113e+01;-1.259646398535462994e-03
1.225999999999999979e+01;7.432512548152003262e+01;-3.798741123833453484e-03
1.228000000000000114e+01;7.548759168361772254e+01;4.901977308221573335e-03
1.230000000000000071e+01;7.481152075220599329e+01;9.643216367239592496e-03
1.232000000000000028e+01;7.632027034011058220e+01;2.061266159247404292e-03
1.233999999999999986e+01;7.477266415170947766e+01;1.160501083332333636e-02
1.235999999999999943e+01;7.498931663724700059e+01;3.088159737518842915e-03
1.238000000000000078e+01;7.474052564841876745e+01;6.847984219302032799e-03
1.240000000000000036e+01;7.536814243216055331e+01;2.027989413359925983e-02
1.241999999999999993e+01;7.379863673898525178e+01;1.632887179791102372e-02
1.243999999999999950e+01;7.425659126648052677e+01;2.224182638038646118e-02
1.246000000000000085e+01;7.264981508517651321e+01;2.017486864333438087e-02
1.248000000000000043e+01;7.284798977823398047e+01;2.206848269241808852e-02
1.250000000000000000e+01;7.517340278463447589e+01;3.803416436152035757e-02
1.251999999999999957e+01;7.544128382143003364e+01;3.734609462875728564e-02
1.254000000000000092e+01;7.369146316278298059e+01;3.878421024616642010e-02
1.256000000000000050e+01;7.427405358016781634e+01;4.376884388210280225e-02
1.258000000000000007e+01;7.373648689785129307e+01;4.775088790714935444e-02
1.259999999999999964e+01;7.536534815559558353e+01;3.387786903717031339e-02
1.262000000000000099e+01;7.563282134598529183e+01;4.801186443236344498e-02
1.264000000000000057e+01;7.457392457787135243e+01;5.082111473299778109e-02
1.266000000000000014e+01;7.305182191328572117e+01;5.064430093427312735e-02
1.267999999999999972e+01;7.454390400378579784e+01;6.775131505800785492e-02
1.270000000000000107e+01;7.711347147256630308e+01;5.140665798004601106e-02
1.272000000000000064e+01;7.672795004184212075e+01;8.048388228116987175e-02
1.274000000000000021e+01;7.400017095298009906e+01;5.667189571436295759e-02
1.275999999999999979e+01;7.691116375961404117e+01;7.791606950962198797e-02
1.278000000000000114e+01;7.418792661085488760e+01;6.760810363440170057e-02
1.280000000000000071e+01;7.381930662502999496e+01;8.163723751348177238e-02
1.282000000000000028e+01;7.525632848738304403e+01;8.508694009200028219e-02
1.283999999999999986e+01;7.362098363069399909e+01;9.339796187590106158e-02
1.285999999999999943e+01;7.673607649177876056e+01;1.266111431985059710e-01
1.288000000000000078e+01;7.562276238163329367e+01;9.837705500386402513e-02
1.290000000000000036e+01;7.363555943537657811e+01;1.124453588412830246e-01
1.291999999999999993e+01;7.359022558131211156e+01;1.126351505581925372e-01
1.293999999999999950e+01;7.473808511772674024e+01;1.092207785831536410e-01
1.296000000000000085e+01;7.461709520519488592e+01;1.197037965571123991e-01
1.298000000000000043e+01;7.608408637304225408e+01;1.299889800159509667e-01
1.300000000000000000e+01;7.482647577236890868e+01;1.219453982497750444e-01
1.301999999999999957e+01;7.726030725656451636e+01;1.250591204318748928e-01
1.304000000000000092e+01;7.640212030497865214e+01;1.290908893665657364e-01
1.306000000000000050e+01;7.385349292539517307e+01;1.407879169696437671e-01
1.308000000000000007e+01;7.487876799420430984e+01;1.538325268015278413e-01
1.309999999999999964e+01;7.503736310482328520e+01;1.485676759145714010e-01
1.312000000000000099e+01;7.354228625724557844e+01;1.383057443578086243e-01
1.314000000000000057e+01;7.446022260335449516e+01;1.572878869733481122e-01
1.316000000000000014e+01;7.459227511125524757e+01;1.598844095167256396e-01
1.317999999999999972e+01;7.546508194029479455e+01;1.807783833554434672e-01
1.320000000000000107e+01;7.470636802714106750e+01;1.718759027807594542e-01
1.322000000000000064e+01;7.586093409199634152e+01;1.837227589512971382e-01
1.324000000000000021e+01;7.549514718797590263e+01;1.682200884032896693e-01
1.325999999999999979e+01;7.391843053807224351e+01;2.016124659426694332e-01
1.328000000000000114e+01;7.571603668517701635e+01;1.925068952945886980e-01
1.330000000000000071e+01;7.385242854021207393e+01;1.931751658028162677e-01
1.332000000000000028e+01;7.481906782836354353e+01;2.085682853578831319e-01
1.333999999999999986e+01;7.558947772611583105e+01;2.151967521456784604e-01
1.335999999999999943e+01;7.393858255182416883e+01;2.214875781172447600e-01
1.338000000000000078e+01;7.502012122098344094e+01;2.405503405353890400e-01
1.340000000000000036e+01;7.490562701426100034e+01;2.431801519521790689e-01
1.341999999999999993e+01;7.516941884578648114e+01;2.305088912872942375e-01
1.343999999999999950e+01;7.480596046280955136e+01;2.203846553367297678e-01
1.346000000000000085e+01;7.433846922901412313e+01;2.349183758504237718e-01
1.348000000000000043e+01;7.437114730417354735e+01;2.270626729754662565e-01
1.350000000000000000e+01;7.549475726089967509e+01;2.518783676248170234e-01
1.351999999999999957e+01;7.411717794820380334e+01;2.563422437023589739e-01
1.354000000000000092e+01;7.759723074321851755e+01;2.760263428417876197e-01
1.356000000000000050e+01;7.465074457189928125e+01;2.773816555228550418e-01
1.358000000000000007e+01;7.487163691267558363e+01;2.623826408401047083e-01
1.359999999999999964e+01;7.439272116260086420e+01;2.660590275433032392e-01
1.362000000000000099e+01;7.577187485705957215e+01;2.841575715161370197e-01
1.364000000000000057e+01;7.573479981076650347e+01;2.877976368230832915e-01
1.366000000000000014e+01;7.336830761409264312e+01;2.917569537916031575e-01
1.367999999999999972e+01;7.296353192403744004e+01;2.989919296458709574e-01
1.370000000000000107e+01;7.713837028789539829e+01;3.123658569149046493e-01
1.372000000000000064e+01;7.352939968197618725e+01;2.934002975337932084e-01
1.374000000000000021e+01;7.622071154223966971e+01;3.102767279235564835e-01
1.375999999999999979e+01;7.307375237437742044e+01;3.092003941646190857e-01
1.378000000000000114e+01;7.471476778177499511e+01;3.132126500881040609e-01
1.380000000000000071e+01;7.575874312593636262e+01;3.333731853301145631e-01
1.382000000000000028e+01;7.351100635434856656e+01;3.312018988002810582e-01
1.383999999999999986e+01;7.535654025984672444e+01;3.401769618038628651e-01
1.385999999999999943e+01;7.459933284118751828e+01;3.503257968074658946e-01
1.388000000000000078e+01;7.549723648015347521e+01;3.398437303073152949e-01
1.390000000000000036e+01;7.379239297479104209e+01;3.542535200413455265e-01
1.391999999999999993e+01;7.460894942961303400e+01;3.473387770064363944e-01
1.393999999999999950e+01;7.558693025080272321e+01;3.645434027981370173e-01
1.396000000000000085e+01;7.631569867782036454e+01;3.615844553548543394e-01
1.398000000000000043e+01;7.484878551482461262e+01;3.767291946556767246e-01
1.400000000000000000e+01;7.516966308835267796e+01;3.986926038668384131e-01
1.401999999999999957e+01;7.440151041970635504e+01;3.818006922099171363e-01
1.404000000000000092e+01;7.537935934405028604e+01;3.877478334303698371e-01
1.406000000000000050e+01;7.416811822022148704e+01;3.890616355629465950e-01
1.408000000000000007e+01;7.367282426698000108e+01;3.998824322508693907e-01
1.409999999999999964e+01;7.469568810645847634e+01;3.904687204508188181e-01
1.412000000000000099e+01;7.402451751588462514e+01;3.903819789017672348e-01
1.414000000000000057e+01;7.519960103663359519e+01;3.941251296402241144e-01
1.416000000000000014e+01;7.344665615372596790e+01;4.024923878672548860e-01
1.417999999999999972e+01;7.497699318102542065e+01;4.051779408335337007e-01
1.420000000000000107e+01;7.627807760317872976e+01;4.078812457781331169e-01
1.422000000000000064e+01;7.385866841595232302e+01;3.949644898332627663e-01
1.424000000000000021e+01;7.514193041453502531e+01;4.143030308785272675e-01
1.425999999999999979e+01;7.479415465465585555e+01;4.200083391905031216e-01
1.428000000000000114e+01;7.551502820321859133e+01;4.270307164623863838e-01
1.430000000000000071e+01;7.549091898326979333e+01;4.420025148283400762e-01
1.432000000000000028e+01;7.563170087934814489e+01;4.321943335963993604e-01
1.433999999999999986e+01;7.484394747647736779e+01;4.564883216398701316e-01
1.435999999999999943e+01;7.383538487072256373e+01;4.379410957204483146e-01
1.438000000000000078e+01;7.500358437109073861e+01;4.465776702072200566e-01
1.440000000000000036e+01;7.430125092954355637e+01;4.583876855593577160e-01
1.441999999999999993e+01;7.503847802735745631e+01;4.551615042541227729e-01
1.443999999999999950e+01;7.574253609052433944e+01;4.532154304939668976e-01
1.446000000000000085e+01;7.459599572060211869e+01;4.502697023371376450e-01
1.448000000000000043e+01;7.408628759860972934e+01;4.654853587878862164e-01
1.450000000000000000e+01;7.484973610017723900e+01;4.647974115040334753e-01
1.451999999999999957e+01;7.538386468840708687e+01;4.598207549808144834e-01
1.454000000000000092e+01;7.675499486913172120e+01;4.613537015699348820e-01
1.456000000000000050e+01;7.448491354018945287e+01;4.919319103657739389e-01
1.458000000000000007e+01;7.596193307992476207e+01;4.852437274972397629e-01
1.459999999999999964e+01;7.493096253490173808e+01;4.763909838574642008e-01
1.462000000000000099e+01;7.513841158365902118e+01;5.012620988130982447e-01
1.464000000000000057e+01;7.526175821154278367e+01;4.792176304767924444e-01
1.466000000000000014e+01;7.528925174010231558e+01;4.694221284453409249e-01
1.467999999999999972e+01;7.359580370370153446e+01;4.858932872918654833e-01
1.470000000000000107e+01;7.616909465022405357e+01;4.966826005452012471e-01
1.472000000000000064e+01;7.533229458383628696e+01;4.716948308922229716e-01
1.474000000000000021e+01;7.576278708575765108e+01;5.040636822339251699e-01
1.475999999999999979e+01;7.526388556314209666e+01;4.912876086250442809e-01
1.478000000000000114e+01;7.595812121851577103e+01;5.002014532679912584e-01
1.480000000000000071e+01;7.566290774720664558e+01;4.887400189166588582e-01
1.482000000000000028e+01;7.471320338342566458e+01;5.110672727909792989e-01
1.483999999999999986e+01;7.474362155534900864e+01;5.026187664116134046e-01
1.485999999999999943e+01;7.487784974016754802e+01;4.878920676547063850e-01
1.488000000000000078e+01;7.489265291536271718e+01;4.831326919094161565e-01
1.490000000000000036e+01;7.601894965865243137e+01;4.985976726108474200e-01
1.491999999999999993e+01;7.697820594770992386e+01;5.005178871826903020e-01
1.493999999999999950e+01;7.505720979877690979e+01;5.019051636745017753e-01
1.496000000000000085e+01;7.606430351179695037e+01;4.894850409478769815e-01
1.498000000000000043e+01;7.444773775576487651e+01;4.994135604285495633e-01
1.500000000000000000e+01;7.601798901810332154e+01;5.054916976937398054e-01
1.501999999999999957e+01;7.533090660717594744e+01;5.053831587187870289e-01
1.504000000000000092e+01;7.552238131392303444e+01;4.938662344227126577e-01
1.506000000000000050e+01;7.375045084732025202e+01;5.079337477067011886e-01
1.508000000000000007e+01;7.411619328468862022e+01;4.938969144843695092e-01
1.509999999999999964e+01;7.572039211605162734e+01;5.162931784116149281e-01
1.512000000000000099e+01;7.427280685228615198e+01;5.060971233353387388e-01
1.514000000000000057e+01;7.661304095676089787e+01;5.121118467171950073e-01
1.516000000000000014e+01;7.490352648356990528e+01;4.996502638740231705e-01
1.517999999999999972e+01;7.276817068027993685e+01;4.949146614042354009e-01
1.520000000000000107e+01;7.752499911706746616e+01;5.007664605033806948e-01
1.522000000000000064e+01;7.617572878609928466e+01;4.898923576058504259e-01
1.524000000000000021e+01;7.594567457171427804e+01;4.858018301136407535e-01
1.525999999999999979e+01;7.509251743997059236e+01;4.899241126003310298e-01
1.528000000000000114e+01;7.601475685334987986e+01;4.889504739812017275e-01
